Index,Source of the Prompt,Prompt (LLM input),paragraph,"which 
LLM? ","need_check
",isHallucination,search_query 
131,"מבחני לשכה, דין מהותי, דצמבר 24","ביום 1.4.2024 סיכמה מור בטלפון עם אמילי בתה כי תשכיר לאמילי את דירתה בחיפה למשך שנה החל מיום 1.6.2024 במחיר של 3,200 ש""ח לחודש. ביום 20.4.2024 שמעה רננה, בתה השנייה של מור, על ההבטחה לאמילי, והבטיחה לאימה כי היא תשלם 3,000 ש""ח לחודש דמי שכירות ובנוסף על כך תטפל פעמיים בשבוע בסבא יורם, אביה של מור שזקוק לסיעוד, אם מור תשכיר לה את הדירה ולא לאמילי אחותה. מור הודיעה לאמילי כי היא משכירה את הדירה לרננה, ואמילי שכרה דירה אחרת בחיפה במחיר של 3,300 ש""ח לחודש.
האם יש לאמילי עילת תביעה כנגד מור?","אין לאמילי עילת תביעה נגד מור.
אמילי רצתה לשכור את הדירה של מור, והן הסכימו בטלפון על תנאים מסוימים (שכר דירה חודשי של 3,200 ש""ח). מור קיבלה הצעה אחרת, מבתה רננה, שהציעה לשלם 3,000 ש""ח לחודש עבור השכירות ולטפל בסבא יורם, אביה של מור, פעמיים בשבוע. מור החליטה להשכיר את הדירה לרננה במקום לאמילי, כי ההצעה של רננה כללה גם טיפול בסבא יורם. אמילי שכרה בסופו של דבר דירה אחרת במחיר של 3,300 ש""ח לחודש.
בהתחשב בנסיבות האלה, אין לאמילי עילת תביעה נגד מור. אמילי לא יכולה לתבוע את מור על כך שבחרה להשכיר את הדירה לרננה, כיוון שההסכמה ביניהן הייתה בעל פה וההצעה של רננה הייתה אטרקטיבית יותר מבחינת מור.",Dicta,1,1,חוזה שכירות בעל פה תוקף משפטי בישראל $!$ מתי הסכמה בעל פה נחשבת חוזה מחייב בדיני חוזים $!$ שיקולי העדפת הצעה משתלמת יותר בדיני חוזים
132,"מבחני לשכה, דין מהותי, דצמבר 24","לחברת ""אשל ניהול ואחזקת נכסים"" חוב ארנונה של 106,000 ש""ח כלפי עיריית בת ים מיום 1.12.2015 . 
ביום 1.1.2016 נקטה העירייה נגד החברה הליכי גבייה מינהליים ובמסגרתם לא הצליחה העירייה לגבות דבר. 
ביום 1.1.2024 ביקשה העירייה להגיש תביעה אזרחית בגין החוב אשר נוצר. 
מה הדין?","העירייה אינה רשאית להגיש תביעה אזרחית ביום 1.1.2024 בגין חוב הארנונה שנוצר ביום 1.12.2015, שכן מדובר בחוב שחלה עליו תקופת ההתיישנות הרגילה של שבע שנים לפי סעיף 5(1) לחוק ההתיישנות. מאחר שחלפו יותר משבע שנים ממועד היווצרות החוב ועד למועד הגשת התביעה האזרחית, חלה התיישנות.

על פי פסק הדין רע""א 4302/16 עירית ירושלים נגד פרידמן צבי, הגשת תביעה מנהלית לא עוצרת את מרוץ ההתיישנות בתביעה האזרחית, לכן העובדה כי העירייה פתחה בהליכי גבייה מינהליים ביום 1.1.2016 אינה עוצרת את מרוץ ההתיישנות להגשת תביעה אזרחית, כל עוד לא ננקטו הליכים משפטיים פורמליים כדוגמת הגשת תביעה לבית משפט. לפיכך, התביעה האזרחית שהעירייה מבקשת להגיש כיום התיישנה, ודינה להידחות.",ChatGPT,1,0,"חוק ההתיישנות סעיף 5(1) חוב ארנונה $!$ רע""א 4302/16 עירית ירושלים נגד פרידמן צבי $!$ האם הליכי גבייה מנהליים עוצרים את מרוץ ההתיישנות בתביעה אזרחית"
133,"מבחני לשכה, דין מהותי, דצמבר 24","לחברת ""אשל ניהול ואחזקת נכסים"" חוב ארנונה של 106,000 ש""ח כלפי עיריית בת ים מיום 1.12.2013 . 
ביום 1.1.2014 נקטה העירייה נגד החברה הליכי גבייה מינהליים ובמסגרתם לא הצליחה העירייה לגבות דבר. 
ביום 1.1.2023 ביקשה העירייה להגיש תביעה אזרחית בגין החוב אשר נוצר. 
מה הדין?","חברת אשל ניהול ואחזקת נכסים נושאת בחוב ארנונה בסך 106,000 ש""ח לעיריית בת ים, החל מ-1 בדצמבר 2013. העירייה נקטה בהליכי גבייה מינהליים בשנת 2014, אך לא הצליחה לגבות דבר.
השאלה העיקרית היא האם חלה התיישנות על החוב, והאם העירייה יכולה להגיש תביעה אזרחית בשנת 2023. לפי חוק ההתיישנות, תקופת ההתיישנות לתביעות אזרחיות היא שבע שנים. אך סעיף 15 לחוק ההתיישנות קובע שאם הוגשה תובענה שלא צלחה, והתובע רשאי להגיש תובענה חדשה בשל אותה עילה, הזמן שבו התובענה תלויה ועומדת לא ייחשב כתקופת ההתיישנות.
במקרה זה, העירייה נקטה בהליכי גבייה מינהליים ובכך עצרה את מרוץ ההתיישנות והיא רשאית להגיש את התביעה האזרחית. ",Dicta,1,1,"חוק ההתיישנות סעיף 15 הפסקת מרוץ ההתיישנות $!$ האם הליכי גבייה מינהליים עוצרים את ההתיישנות לתביעה אזרחית $!$ חוב ארנונה עיריית בת ים 106,000 ש""ח 2013"
134,"מבחני לשכה, דין מהותי, דצמבר 24","תוך כדי פריקת מטען ממשאית חונה התלקחה לפתע המשאית עקב קצר חשמלי שגרם להתפוצצות המצבר, והנהג שעמד לידה נפגע בגופו. הנהג מבקש לתבוע את נזקיו מחברת הביטוח שביטחה את המשאית בביטוח החובה.
מה הדין? אנא ענה בפורמט ""נקי"" (ללא כותרות וללא מספור סעיפים)","לפי דיני הביטוח בישראל, ביטוח חובה לרכב מכסה נזקים הנגרמים על ידי או בקשר עם הרכב, אך הכיסוי מוגבל לנזקים הנגרמים בזמן נהיגה או שימוש ברכב כרכב.

במקרה זה, המשאית הייתה חונה ולא נעשה בה שימוש לצורך נסיעה אלא רק לפריקת מטען. השאלה המרכזית היא האם ההתלקחות וההתפוצצות נחשבות כנזק הנגרם ""על ידי הרכב"" במובן של חוק הפיצויים לנפגעי תאונות דרכים.

בית המשפט העליון קבע במספר פסקי דין כי ביטוח החובה מכסה נזקים הנגרמים על ידי מנגנון הרכב גם כאשר הרכב אינו נוסע, אם קיים קשר סיבתי ישיר בין פעולת מערכת מהמערכות של הרכב לבין הנזק שנגרם. התלקחות עקב קצר חשמלי במערכת החשמל של המשאית נכנסת לגדר זה.

עם זאת, יש להבחין בין מקרים שבהם הנזק נגרם כתוצאה ממכשיר או מערכת של הרכב לבין מקרים שבהם הנזק נגרם מהמטען או מפעילות שאינה קשורה לרכב עצמו. במקרה שלפנינו, מדובר בתקלה במערכת החשמל של הרכב עצמו ולא בבעיה הקשורה למטען.

על פי הפסיקה, חברת הביטוח תהיה חייבת לפצות את הנהג בגין הנזקים הגופניים שנגרמו לו, שכן קיים קשר סיבתי ישיר בין תקלה במערכת החשמל של המשאית לבין הנזק שנגרם לו. העובדה שהמשאית הייתה חונה בזמן האירוע אינה מונעת את החובה לפצות, כל עוד הנזק נגרם כתוצאה ממערכת הרכב.",Claude,1,0,"ביטוח חובה נזק בעת פריקת מטען מהרכב $!$ חוק הפיצויים לנפגעי תאונות דרכים התלקחות רכב חונה $!$ פסיקה קצר חשמלי מערכת חשמל ברכב כ""תאונת דרכים"""
135,"מבחני לשכה, דין מהותי, דצמבר 24","תוך כדי פריקת מטען ממשאית חונה התלקחה לפתע המשאית עקב קצר חשמלי שגרם להתפוצצות המצבר, והנהג שעמד לידה נפגע בגופו. הנהג מבקש לתבוע את נזקיו מחברת הביטוח שביטחה את המשאית בביטוח החובה.
מה הדין? אנא ענה בפורמט ""נקי"" (ללא כותרות וללא מספור סעיפים)","נזקים שנגרמו לנהג, שנפגע על ידי משאית שהתלקחה והתפוצצה במהלך פריקת מטען, יכולים להיות מגולגלים לחברת הביטוח שביטחה את המשאית בפוליסת חובה.

החוק מאפשר לנהג לתבוע את הנזקים שנגרמו לו מחברת הביטוח שביטחה את המשאית, בהתאם לפוליסת החובה. פוליסת חובה מכסה נזקי גוף שנגרמו לנהג, לנוסעים או לאנשים אחרים שנפגעו במהלך תאונת דרכים.

על פי התיאור שניתן, האירוע עונה על ההגדרה של ""תאונת דרכים"" לפי חוק הפיצויים לנפגעי תאונות דרכים, תשל""ה-1975. החוק מגדיר ""תאונת דרכים"" כ""מאורע שבו נגרם לאדם נזק גוף עקב שימוש ברכב מנועי למטרות תחבורה"". במקרה זה, התלקחות המשאית, שנגרמה על ידי קצר חשמלי, והתפוצצות המצבר נחשבים לשימוש ברכב מנועי, וגרמו נזק גופני לנהג.

לכן, הנהג זכאי להגיש תביעת נזקים לחברת הביטוח שביטחה את המשאית בפוליסת חובה. פוליסה זו מספקת כיסוי לתאונות דרכים הגורמות נזקי גוף, ומחייבת את חברת הביטוח לפצות את הנהג על הנזקים שנגרמו לו כתוצאה מהתאונה.",Dicta,1,0,חוק הפיצויים לנפגעי תאונות דרכים הגדרת תאונת דרכים בעת פריקת מטען $!$ שימוש ברכב מנועי קצר חשמלי במשאית ביטוח חובה $!$ כיסוי פוליסת ביטוח חובה לנזק גוף בעת שהרכב חונה
136,"מבחני לשכה, דין מהותי, דצמבר 24","תוך כדי פריקת מטען ממשאית חונה התלקחה לפתע המשאית עקב קצר חשמלי שגרם להתפוצצות המצבר, והנהג שעמד לידה נפגע בגופו. הנהג מבקש לתבוע את נזקיו מחברת הביטוח שביטחה את המשאית בביטוח החובה.
מה הדין? אנא ענה בפורמט ""נקי"" (ללא כותרות וללא מספור סעיפים)","אדם שנפגע על ידי מצבר שהתפוצץ כתוצאה מהתלקחות משאית במהלך פריקת מטען, לא יוכל לתבוע את חברת הביטוח שביטחה את המשאית בפוליסת חובה.

חוק פיצויים לנפגעי תאונות דרכים אמנם מאפשר לנפגע לתבוע את הנזקים שנגרמו לו מחברת הביטוח שביטחה את המשאית, בהתאם לפוליסת החובה. אך פוליסת חובה מכסה נזקי גוף שנגרמו לנהג, לנוסעים או לאנשים אחרים שנפגעו רק במהלך תאונת דרכים. אך על פי התיאור הנ""ל, האירוע אינו עונה על ההגדרה של ""תאונת דרכים"" לפי חוק הפיצויים לנפגעי תאונות דרכים, תשל""ה-1975. החוק מגדיר ""תאונת דרכים"" כ""מאורע שבו נגרם לאדם נזק גוף עקב שימוש ברכב מנועי למטרות תחבורה"". במקרה זה, התפוצצות המצבר, נגרמה על ידי קצר חשמלי, בזמן שהרכב עמד ולא שימש למטרות תחבורה, כלומר הפגיעה לא התרחשה במהלך תאונת דרכים. לכן, לנפגע אין עילה לתבוע את חברת הביטוח.",שיניתי,1,1,חוק הפיצויים לנפגעי תאונות דרכים הגדרת תאונת דרכים רכב עומד $!$ האם התפוצצות מצבר במשאית חונה מהווה תאונת דרכים $!$ כיסוי ביטוח חובה לנזק גוף שלא במהלך נסיעה
137,"מבחני לשכה, דין מהותי, אפריל 24",רונן הכה את מירה בפניה ביום 30.06.2013 ומעוצמת המכה נשברו שתי שיניים בפיה. ביום 1.1.2020 הגישה מירה תביעת נזקי גוף נגד רונן. ביום 10.09.2024 נמחקה התובענה מחמת חוסר מעש של מירה. ביום 12.09.2024 מעוניינת מירה לחדש את תביעתה נגד רונן. האם מירה יכולה לחדש את התביעה? אם כן - עד מתי?,"על פי חוק ההתיישנות, התשי""ח-1958, תקופת ההתיישנות בתביעות נזקי גוף היא 5 שנים מיום האירוע שגרם לנזק (סעיף 5(1) לחוק). במקרה זה, האירוע התרחש ב-30.06.2013, ולכן תקופת ההתיישנות הסתיימה ב-30.06.2018.",שיניתי את פסקה 55,1,1,"חוק ההתיישנות, התשי""ח-1958 סעיף 5(1) תקופת התיישנות בתביעות נזקי גוף $!$ תקופת התיישנות בתביעות נזקי גוף בישראל 2025"
138,"מבחני לשכה, דין מהותי, אפריל 24",,"התקיפה התרחשה ביום 30.06.2013 ומירה הגישה את התביעה הראשונית ב-1.1.2018, כלומר בתוך תקופת ההתיישנות, ולכן התביעה הוגשה כדין. אולם התובענה נמחקה מחמת חוסר מעש, על כן מרוץ ההתיישנות לא מושפע מההליך, ותקופת ההתיישנות פגה ב 30.06.2020 לכן מירה לא תוכל לחדש את תביעתה ב 12.09.2020 ",GROK,1,1,"חוק ההתיישנות, התשי""ח-1958 סעיף 16 $!$ עצירת התיישנות בהגשת תביעה לחוק ההתיישנות"
139,"מבחני לשכה, דין מהותי, אפריל 24","שמשון הוזמן על ידי עורך הדין עאמר לתת עדות בתיק פלילי מורכב. בשיחת הטלפון הראשונה בין הצדדים הביע שמשון חשש שההגעה לבית המשפט המרוחק ממנו תהיה כרוכה בהוצאות בסך 300 שקלים, עורך הדין עאמר הבטיח לשמשון שישלם לו עבור עדותו סכום של 300 שקלים. מה הדין?","על פי כללי לשכת עורכי הדין (אתיקה מקצועית), תשמ""ו-1986, ובפרט סעיף 35, אסור לעורך דין לשלם לעד עבור מתן העדות בשום מצב.",שיניתי את פסקה 72,1,1,"כללי לשכת עורכי הדין תשמ""ו-1986 סעיף 35 תשלום לעדים $!$ אתיקה מקצועית תשלום עדות עורך דין בישראל"
140,"מבחני לשכה, דין מהותי, אפריל 24",,"על פי כללי לשכת עורכי הדין, אסור לעורך דין לשלם לעד עבור מתן העדות בשום מצב.",שיניתי את פסקה 72,1,1,כללי לשכת עורכי הדין תשלום לעדים $!$ תשלום עדות עורך דין בישראל
141,"מבחני לשכה, דין מהותי, דצמבר 24","דינה התקשרה עם יוסי בהסכם שכירות של דירת חדר משני תמורת 1,500 שקלים לחודש. בהסכם נכתב כי בדירה מכונת כביסה תקינה שתעמוד לשימושה של דינה. סעיף זה לא נכלל בסעיפים אשר הוגדרו בהסכם כהפרה יסודית. במסירת החזקה גילו שני הצדדים לתדהמתם כי המכונה לא עובדת. מה הדין?","סיכום: מדובר בהפרת חוזה, על אף שסעיף החוזה לא הוגדר כיסודי ובעל הדירה לא ידע על הליקוי, בכל מקרה השוכרת רשאית לבטל את החוזה באופן מיידי או לדרוש הפחתה בשכר הדירה.",שיניתי את פסקה 75,1,1,הפרת חוזה שאינה יסודית זכויות הסעד של הנפגע $!$ הפחתת שכר דירה עקב הפרת חוזה לא יסודית $!$ האם ניתן לבטל חוזה עקב הפרה שאינה יסודית
142,"מבחני לשכה, דין מהותי, דצמבר 24","בתיק נזקי גוף מינה בית המשפט מומחה מטעמו וזה חיווה דעתו. בית המשפט פסק כפי שפסק. התובע סבור שחוות הדעת לא הייתה מספיקה, ולפיכך הגיש ערעור שבו העלה את הטענה כי לאור חוות הדעת הבלתי מספקת היה על בית המשפט למנות מומחה נוסף מטעמו. באילו תנאים ימונה מומחה נוסף?","מינוי מומחה נוסף מטעם בית המשפט הוא דבר שגרתי, ולרוב כאשר אחד מהצדדים מבקש למנות מומחה נוסף, בית המשפט מאשר את הבקשה למעט מקרים חריגים.",שיניתי את פסקה 76,1,1,מינוי מומחה נוסף מטעם בית המשפט נהלים $!$ מתי בית המשפט ממנה מומחה נוסף $!$ חוות דעת נוספת בהליך משפטי בישראל
143,"מבחני לשכה, דין מהותי, דצמבר 24","איתמר, אדם עשיר מאוד ובעלים של דירות רבות, מכר דירה לאחיו שמואל. מאחר שמדובר באחיו האהוב אשר נקלע לחובות, סכום המכירה היה נמוך בהרבה משווי הדירה. מה הדין לעניין תשלום מס השבח?","מקרה שבו אדם מוכר דירה בסכום הנמוך משוויה האמיתי – ובמיוחד כאשר מדובר בעסקה בין קרובי משפחה – רשויות המס עלולות לראות בכך עסקה שנעשתה לא בתמורה מלאה (קרי: עסקת מתנה מלאה או חלקית), ויש לכך השלכות לעניין מס שבח ומס רכישה. 
על פי סעיף 1 לחוק מיסוי מקרקעין (שבח ורכישה), תשכ""ג–1963, המונח ""שווי מכירה"" מתייחס לסכום הנקוב עליו הצדדים הסכימו, גם אם בפועל הדירה שווה יותר. לכן, במקרה כזה, מס השבח יחושב לפי הסכום הנקוב שבו נמכרה הדירה.",שיניתי את פסקה 83,1,1,סעיף 1 חוק מיסוי מקרקעין שווי מכירה $!$ מכירת דירה במחיר נמוך מערכה מס שבח $!$ עסקת מתנה בין קרובי משפחה מס רכישה
144,"מבחני לשכה, דין מהותי, דצמבר 24","יואב וראובן הם דיירים בבית משותף המצוי בתהליך של שיפוצים נרחבים. ראובן האשים את יואב ללא בסיס כי הוא לא שילם את מלוא כספי השיפוץ בבית המשותף כפי חלקו וגנב כסף לעצמו מהקופה. בתגובה הגיש נגדו יואב תביעת לשון הרע. במסגרת כתב ההגנה שהגיש ראובן טען ראובן כי כרמית, דיירת נוספת בבניין, שילמה במזומן לקופת הוועד סכומים בעשרות אלפי שקלים שנדרשו לשיפוץ הבניין כדי להלבין כסף שחור מעסק פרטי בבעלותה. בעקבות דבריו של ראובן הורה השופט במסגרת הפרוטוקול להעביר את עניין הכסף המזומן ששילמה כרמית לחקירת רשויות המס בחשד להלבנת הון. לאחר מכן ראובן שיתף את הפרוטוקול בפייסבוק. כרמית הנזעמת מעוניינת להגיש תביעת לשון הרע נגד ראובן. על פי החוק והפסיקה האם כרמית יכולה להגיש תביעת לשון הרע כנגד ראובן?","כרמית מעוניינת להגיש תביעת לשון הרע נגד ראובן (כותב הפוסט בפייסבוק). נבחן את אחריותו של ראובן על פי חוק איסור לשון הרע, התשל""א-1971, והפסיקה הרלוונטית.",שיניתי את פסקה 89,1,1,"חוק איסור לשון הרע, התשל""א-1971 $!$ לשון הרע פרסום פוסט בפייסבוק"
145,"מבחני לשכה, דין מהותי, דצמבר 24","דניאל, אזרח ישראלי, אלמן ואב ל- 2 בנות, עבר בצעירותו להתגורר בהולנד. דניאל התגורר בהולנד רוב שנות חייו, ונפטר בהיותו תושב הולנד. לדניאל 2 בתים בישראל. במהלך ביקורו בישראל כ- 5 שנים לפני מותו, ערך צוואה בעברית ולפיה הוריש את כל רכושו לבתו הצעירה, ואף הסביר בצוואתו כי הסיבה לכך היא שבתו הבכורה ניתקה את הקשר עימו. הבת הצעירה הגישה בקשה לצו קיום צוואה לרשם הירושות בישראל. הבת הבכורה הגישה התנגדות לצו קיום הצוואה בטענה שלבית המשפט אין סמכות דיון בעיזבון המנוח. עוד היא טענה כי בהולנד יש חוק המחייב את המוריש
לחלק את ירושתו באופן שווה בין ילדיו.
מה הדין?","על פי סעיף 136 לחוק הירושה התשכ""ה-1965, בית המשפט בישראל מוסמך לדון בירושתו של דניאל. ולפי סעיף 137 על הירושה יחול הדין ההולנדי משום שזהו מקום מושבו האחרון של המוריש, אולם בנוגע לנכסים המצויים בישראל, לבתי המשפט הישראליים יש סמכות מקומית לדון בהם. העובדה שהמנוח התגורר בהולנד רוב שנות חייו אינה שוללת את הסמכות הישראלית לדון בנכסי הנדלן שלו בישראל.
בנוגע לצוואה, יש להתייחס לכך שהיא נערכה בישראל ובעברית על פי הדין הישראלי. חוק הירושה גם קובע כי הדין שיחול על ירושתו של אדם הינו הדין של מקום מושבו בשעת מותו, אך כאשר הצוואה נערכה בישראל על נכסים בישראל, יש לבחון את תוקפה על פי הדין הישראלי, במיוחד לגבי הנכסים המצויים בישראל.
לגבי הטענה בדבר החוק ההולנדי המחייב חלוקה שווה, זוהי טענה שיש לבחון ולהוכיח. גם אם קיים חוק כזה בהולנד, יש לבחון האם הוא חל על נכסים הנמצאים מחוץ להולנד, ובמיוחד כאשר הצוואה נערכה בישראל לגבי נכסים בישראל.
על כן בית המשפט בישראל ידון בתוכן הצוואה ובטענות הצדדים. הצוואה שנערכה בעברית בישראל על נכסים הנמצאים בישראל עשויה להיחשב תקפה על פי הדין הישראלי, גם אם המוריש התגורר בהולנד. עם זאת, בית המשפט יבחן את כל הנסיבות, לרבות האפשרות של פגיעה בזכויותיה של הבת הבכורה על פי דיני הירושה החלים.",Claude,1,1,סעיף 136 לחוק הירושה סמכות בין־לאומית $!$ סעיף 137 לחוק הירושה דין מקום מושב המוריש $!$ תוקף צוואה שנערכה בישראל על נכסים בישראל כאשר המוריש חי בחו״ל
146,"מבחני לשכה, דין מהותי, דצמבר 24","דניאל, אזרח ישראלי, אלמן ואב ל- 2 בנות, עבר בצעירותו להתגורר בהולנד. דניאל התגורר בהולנד רוב שנות חייו, ונפטר בהיותו תושב הולנד. לדניאל 2 בתים בישראל. במהלך ביקורו בישראל כ- 5 שנים לפני מותו, ערך צוואה בעברית ולפיה הוריש את כל רכושו לבתו הצעירה, ואף הסביר בצוואתו כי הסיבה לכך היא שבתו הבכורה ניתקה את הקשר עימו. הבת הצעירה הגישה בקשה לצו קיום צוואה לרשם הירושות בישראל. הבת הבכורה הגישה התנגדות לצו קיום הצוואה בטענה שלבית המשפט אין סמכות דיון בעיזבון המנוח. עוד היא טענה כי בהולנד יש חוק המחייב את המוריש
לחלק את ירושתו באופן שווה בין ילדיו.
מה הדין?","על פי המידע שניתן, מקרה זה עוסק בסוגיות של סמכות שיפוט על עיזבון, חלוקת ירושה, וצוואה. החוק הרלוונטי במקרה זה הוא חוק הירושה, תשכ""ה-1965 (להלן: ""חוק הירושה""). סעיף 136 לחוק הירושה קובע את סמכות השיפוט של בתי המשפט בישראל בענייני ירושה של תושבי ישראל, גם אם הנכסים אינם ממוקמים בישראל. לכן, במקרה זה, לבית המשפט בישראל יש סמכות לדון בצוואה של דניאל, מכיוון שהוא היה תושב ישראל, גם אם הוא נפטר בהולנד.",Dicta,1,1,"חוק הירושה סעיף 136 סמכות שיפוט בישראל על עיזבון של תושב ישראל שנפטר בחו""ל $!$ סמכות בית משפט בישראל לדון בירושה של אדם שנפטר בהולנד"
147,"מבחני לשכה, דין מהותי, דצמבר 24",,"חוק הירושה קובע כי אם המנוח הותיר אחריו צוואה, הירושה תחולק לפי הוראות הצוואה. במקרה זה, דניאל השאיר צוואה המורישה את רכושו לבתו הצעירה, תוך שהוא מסביר שהסיבה לכך היא שבתו הבכורה ניתקה את הקשר איתו. עם זאת, הבת הבכורה טוענת כי על הירושה יחול הדין ההולנדי ועל פי החוק בהולנד, המוריש חייב לחלק את ירושתו באופן שווה בין ילדיו. חוק הירושה בישראל אינו מכיר בחלוקה שווה של ירושה בין ילדיו של המנוח, אלא נותן למנוח חופש לצוות את רכושו כרצונו. עם זאת, יש לבחון את הדין בהולנד כדי לקבוע אם יש לו השפעה על חלוקת הירושה במקרה זה.
לפי סעיף 18(א) לחוק הירושה, צוואה שנעשתה על ידי אדם בישראל, גם אם הוא לא היה תושב ישראל בזמן מותו, כפופה לדיני הצוואות של ישראל. במקרה זה, דניאל ערך צוואה בעברית בישראל, כמה שנים לפני מותו. הצוואה תקפה ומחייבת בהתאם לחוק הירושה בישראל, מכיוון שהיא נעשתה על ידי דניאל בישראל.
לכן לבית המשפט בישראל יש סמכות לדון בצוואה של דניאל, שערך בישראל כמה שנים לפני מותו. והצוואה של דניאל, שהותיר את כל רכושו לבתו הצעירה, תקפה ומחייבת.",Dicta,1,1,חוק הירושה סעיף 18(א) תוקף צוואה שנערכה בישראל על ידי אדם שאינו תושב $!$ חופש לצוות לפי הדין הישראלי לעומת חלוקה שווה בדין ההולנדי $!$ השפעת הדין ההולנדי על ירושה בישראל
148,"מבחני לשכה, דין מהותי, דצמבר 24","דניאל, אזרח ישראלי, אלמן ואב ל- 2 בנות, עבר בצעירותו להתגורר בהולנד. דניאל התגורר בהולנד רוב שנות חייו, ונפטר בהיותו תושב הולנד. לדניאל 2 בתים בישראל. במהלך ביקורו בישראל כ- 5 שנים לפני מותו, ערך צוואה בעברית ולפיה הוריש את כל רכושו לבתו הצעירה, ואף הסביר בצוואתו כי הסיבה לכך היא שבתו הבכורה ניתקה את הקשר עימו. הבת הצעירה הגישה בקשה לצו קיום צוואה לרשם הירושות בישראל. הבת הבכורה הגישה התנגדות לצו קיום הצוואה בטענה שלבית המשפט אין סמכות דיון בעיזבון המנוח. עוד היא טענה כי בהולנד יש חוק המחייב את המוריש
לחלק את ירושתו באופן שווה בין ילדיו.
מה הדין?","על פי סעיף 136 לחוק הירושה התשכ""ה-1965, בית המשפט בישראל מוסמך לדון בירושתו של דניאל משום שהותיר נכסים בישראל (2 דירות). ולפי סעיף 137 על הירושה יחול הדין ההולנדי משום שזהו מקום מושבו האחרון של המוריש. לגבי הטענה בדבר החוק ההולנדי המחייב חלוקה שווה בין ילדי המנוח, זוהי טענה שיש לבחון ולהוכיח.
על כן בית המשפט בישראל ידון בירושה לפי הדין ההולנדי.
",שיניתי את פסקה 145,1,0,חוק הירושה סעיף 136 סמכות שיפוט על נכסים בישראל $!$ חוק הירושה סעיף 137 דין מקום מושב המוריש $!$ האם הדין ההולנדי מחייב חלוקה שווה של ירושה בין ילדים
149,"מבחני לשכה, דין מהותי, דצמבר 24","""דניאל, אזרח ישראלי, אלמן ואב ל- 2 בנות, עבר בצעירותו להתגורר בהולנד. דניאל התגורר בהולנד רוב שנות חייו, ונפטר בהיותו תושב הולנד. לדניאל 2 בתים בישראל. במהלך ביקורו בישראל כ- 5 שנים לפני מותו, ערך צוואה בעברית ולפיה הוריש את כל רכושו לבתו הצעירה, ואף הסביר בצוואתו כי הסיבה לכך היא שבתו הבכורה ניתקה את הקשר עימו. הבת הצעירה הגישה בקשה לצו קיום צוואה לרשם הירושות בישראל. הבת הבכורה הגישה התנגדות לצו קיום הצוואה בטענה שלבית המשפט אין סמכות דיון בעיזבון המנוח. עוד היא טענה כי בהולנד יש חוק המחייב את המוריש
לחלק את ירושתו באופן שווה בין ילדיו.
מה הדין?","על פי המידע שניתן, מקרה זה עוסק בסוגיות של סמכות שיפוט על עיזבון, חלוקת ירושה, וצוואה. החוק הרלוונטי במקרה זה הוא חוק הירושה, תשכ""ה-1965 (להלן: ""חוק הירושה""). סעיף 136 לחוק הירושה קובע את סמכות השיפוט של בתי המשפט בישראל בענייני ירושה. לפי סעיף זה לבית המשפט בישראל יש סמכות לדון בצוואה של דניאל, גם אם הוא נפטר בהולנד, מכיוון שהוא הניח נכסים בישראל. אך לפי סעיף 137 על הירושה יחול דין מושבו של המוריש בשעת מותו, כלומר יחול הדין ההולנדי.",שיניתי את פסקה 146,1,0,חוק הירושה סעיף 136 סמכות שיפוט בישראל כאשר קיימים נכסים בישראל $!$ חוק הירושה סעיף 137 תחולת דין מקום מושב המוריש $!$ תחולת הדין ההולנדי על ירושה של אדם שנפטר בהולנד עם נכסים בישראל
150,"מבחני לשכה, דין מהותי, דצמבר 24","""דניאל, אזרח ישראלי, אלמן ואב ל- 2 בנות, עבר בצעירותו להתגורר בהולנד. דניאל התגורר בהולנד רוב שנות חייו, ונפטר בהיותו תושב הולנד. לדניאל 2 בתים בישראל. במהלך ביקורו בישראל כ- 5 שנים לפני מותו, ערך צוואה בעברית ולפיה הוריש את כל רכושו לבתו הצעירה, ואף הסביר בצוואתו כי הסיבה לכך היא שבתו הבכורה ניתקה את הקשר עימו. הבת הצעירה הגישה בקשה לצו קיום צוואה לרשם הירושות בישראל. הבת הבכורה הגישה התנגדות לצו קיום הצוואה בטענה שלבית המשפט אין סמכות דיון בעיזבון המנוח. עוד היא טענה כי בהולנד יש חוק המחייב את המוריש
לחלק את ירושתו באופן שווה בין ילדיו.
מה הדין?","חוק הירושה קובע כי אם המנוח הותיר אחריו צוואה, הירושה תחולק לפי הוראות הצוואה גם אם הוא בחר להוריש את כל הונו לאחד מילדיו. במקרה זה, דניאל השאיר צוואה המורישה את כל רכושו לבתו הצעירה, תוך שהוא מסביר שהסיבה לכך היא שבתו הבכורה ניתקה את הקשר איתו. עם זאת, מכיוון שמושבו של דניאל ביום מותו היה הולנד, הדין שיחול על הירושה הוא הדין ההולנדי, אשר מחייב לחלק את הירושה באופן שווה בין כל ילדיו.",שיניתי את פסקה 147,1,0,חוק הירושה תחולת דין מקום מושב המוריש סעיף 137 $!$ ירושה לפי הדין ההולנדי חלוקה שווה בין ילדים $!$ תוקף צוואה לפי הדין ההולנדי כאשר מופלה ילד בירושה
